Order Date,Ship Date,Ship Mode,State/Province,Region,Factory,Shipping Lead Time,Route,Sales,Units,Gross Profit
2023-09-09,2023-09-13,Standard,IL,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IL,1383.04,490,648.04
2023-02-16,2023-02-22,Standard,OH,Midwest,Wicked Choccy's,6,Wicked Choccy's → OH,946.23,381,489.03000000000003
2023-03-26,2023-03-30,Standard,IN,Midwest,Wicked Choccy's,4,Wicked Choccy's → IN,394.79,165,196.79000000000002
2023-08-18,2023-08-23,Standard,NC,South,Wicked Choccy's,5,Wicked Choccy's → NC,519.48,213,263.88
2023-08-30,2023-09-05,Standard,CT,Northeast,Secret Factory,6,Secret Factory → CT,928.85,399,529.85
2023-09-04,2023-09-07,Expedited,NJ,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → NJ,949.01,314,478.01
2023-10-11,2023-10-17,Standard,NC,South,Wicked Choccy's,6,Wicked Choccy's → NC,377.82,155,191.82
2023-11-07,2023-11-13,Standard,OR,West,Secret Factory,6,Secret Factory → OR,256.01,110,146.01
2023-04-08,2023-04-11,Expedited,AZ,West,Lot's O' Nuts,3,Lot's O' Nuts → AZ,768.05,261,376.54999999999995
2023-08-01,2023-08-04,Standard,NC,South,Secret Factory,3,Secret Factory → NC,589.66,219,370.65999999999997
2023-03-05,2023-03-08,Expedited,OH,Midwest,Secret Factory,3,Secret Factory → OH,1093.44,404,689.44
2023-06-28,2023-07-04,Standard,MA,Northeast,The Other Factory,6,The Other Factory → MA,1048.62,484,613.0199999999999
2023-05-07,2023-05-11,Expedited,NY,Northeast,Wicked Choccy's,4,Wicked Choccy's → NY,947.9,367,507.5
2023-03-17,2023-03-21,Standard,PA,Northeast,Sugar Shack,4,Sugar Shack → PA,22.16,16,14.16
2023-02-17,2023-02-18,Expedited,CT,Northeast,Secret Factory,1,Secret Factory → CT,743.87,275,468.87
2023-08-05,2023-08-11,Standard,MA,Northeast,Wicked Choccy's,6,Wicked Choccy's → MA,745.24,310,373.24
2023-07-30,2023-08-02,Expedited,AZ,West,Lot's O' Nuts,3,Lot's O' Nuts → AZ,1186.68,426,547.6800000000001
2023-04-18,2023-04-22,Expedited,TX,South,Secret Factory,4,Secret Factory → TX,22.98,10,12.98
2023-12-23,2023-12-25,Expedited,MA,Northeast,Secret Factory,2,Secret Factory → MA,243.73,100,143.73
2023-12-27,2023-12-30,Standard,IN,Midwest,Wicked Choccy's,3,Wicked Choccy's → IN,608.05,240,320.04999999999995
2023-04-19,2023-04-21,Expedited,IL,Midwest,Wicked Choccy's,2,Wicked Choccy's → IL,389.29,142,218.89000000000001
2023-07-29,2023-08-01,Standard,WA,West,Secret Factory,3,Secret Factory → WA,469.41,203,266.41
2023-02-02,2023-02-08,Standard,AZ,West,Sugar Shack,6,Sugar Shack → AZ,558.67,354,381.66999999999996
2023-01-05,2023-01-08,Standard,TX,South,Lot's O' Nuts,3,Lot's O' Nuts → TX,166.77,59,78.27000000000001
2023-01-04,2023-01-09,Standard,NC,South,Secret Factory,5,Secret Factory → NC,786.25,319,467.25
2023-07-09,2023-07-18,Expedited,FL,South,Sugar Shack,9,Sugar Shack → FL,440.23,322,279.23
2023-07-02,2023-07-10,Standard,CA,West,Sugar Shack,8,Sugar Shack → CA,35.2,23,23.700000000000003
2023-09-29,2023-10-05,Standard,MI,Midwest,Sugar Shack,6,Sugar Shack → MI,402.39,273,265.89
2023-04-07,2023-04-10,Standard,TX,South,Lot's O' Nuts,3,Lot's O' Nuts → TX,1328.85,423,694.3499999999999
2023-12-14,2023-12-17,Standard,WI,Midwest,Secret Factory,3,Secret Factory → WI,463.22,188,275.22
2023-09-01,2023-09-05,Standard,MA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → MA,1370.47,455,687.97
2023-10-20,2023-10-23,Standard,WA,West,The Other Factory,3,The Other Factory → WA,384.78,164,237.17999999999998
2023-10-08,2023-10-12,Expedited,IN,Midwest,Secret Factory,4,Secret Factory → IN,879.6,349,530.6
2023-05-05,2023-05-08,Standard,IL,Midwest,Wicked Choccy's,3,Wicked Choccy's → IL,249.73,92,139.32999999999998
2023-06-17,2023-06-21,Expedited,FL,South,Secret Factory,4,Secret Factory → FL,1341.28,497,844.28
2023-03-05,2023-03-10,Expedited,NY,Northeast,Wicked Choccy's,5,Wicked Choccy's → NY,1236.0,487,651.6
2023-11-04,2023-11-08,Expedited,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,1061.33,344,545.3299999999999
2023-10-15,2023-10-20,Standard,OH,Midwest,Secret Factory,5,Secret Factory → OH,124.51,54,70.51
2023-06-24,2023-06-28,Standard,IL,Midwest,The Other Factory,4,The Other Factory → IL,944.58,446,543.1800000000001
2023-07-14,2023-07-18,Standard,OR,West,The Other Factory,4,The Other Factory → OR,952.8,443,554.0999999999999
2023-08-05,2023-08-11,Standard,FL,South,Sugar Shack,6,Sugar Shack → FL,286.78,212,180.77999999999997
2023-08-24,2023-08-28,Expedited,MI,Midwest,Sugar Shack,4,Sugar Shack → MI,532.25,358,353.25
2023-11-04,2023-11-09,Standard,IL,Midwest,Sugar Shack,5,Sugar Shack → IL,439.78,267,306.28
2023-03-05,2023-03-11,Standard,PA,Northeast,Sugar Shack,6,Sugar Shack → PA,65.77,40,45.769999999999996
2023-06-20,2023-06-21,Expedited,OH,Midwest,Wicked Choccy's,1,Wicked Choccy's → OH,1293.07,482,714.67
2023-04-02,2023-04-04,Expedited,MA,Northeast,Secret Factory,2,Secret Factory → MA,53.0,21,32.0
2023-06-22,2023-06-26,Expedited,MA,Northeast,Secret Factory,4,Secret Factory → MA,115.64,46,69.64
2023-05-25,2023-05-29,Standard,WI,Midwest,Sugar Shack,4,Sugar Shack → WI,275.74,175,188.24
2023-10-25,2023-10-29,Standard,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,735.75,236,381.75
2023-05-30,2023-06-01,Expedited,OH,Midwest,Wicked Choccy's,2,Wicked Choccy's → OH,994.19,386,530.99
2023-07-05,2023-07-11,Standard,WA,West,The Other Factory,6,The Other Factory → WA,839.07,357,517.77
2023-01-29,2023-02-01,Standard,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,230.17,70,125.16999999999999
2023-11-29,2023-12-05,Standard,PA,Northeast,Sugar Shack,6,Sugar Shack → PA,183.63,135,116.13
2023-05-04,2023-05-08,Standard,MA,Northeast,Secret Factory,4,Secret Factory → MA,902.17,344,558.17
2023-12-21,2023-12-27,Standard,NJ,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NJ,535.98,198,238.98000000000002
2023-03-01,2023-03-05,Standard,NV,West,Lot's O' Nuts,4,Lot's O' Nuts → NV,64.09,21,32.59
2023-10-21,2023-10-23,Expedited,TX,South,Secret Factory,2,Secret Factory → TX,513.37,206,307.37
2023-11-27,2023-12-02,Standard,VA,South,Secret Factory,5,Secret Factory → VA,109.49,42,67.49
2023-10-03,2023-10-10,Standard,NY,Northeast,Wicked Choccy's,7,Wicked Choccy's → NY,733.86,275,403.86
2023-10-03,2023-10-07,Standard,IL,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IL,36.39,12,18.39
2023-06-10,2023-06-14,Standard,WA,West,Lot's O' Nuts,4,Lot's O' Nuts → WA,164.02,54,83.02000000000001
2023-01-18,2023-01-22,Standard,AZ,West,Lot's O' Nuts,4,Lot's O' Nuts → AZ,742.7,226,403.70000000000005
2023-12-03,2023-12-08,Standard,MI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → MI,1048.1,347,527.5999999999999
2023-03-13,2023-03-18,Standard,MA,Northeast,The Other Factory,5,The Other Factory → MA,709.38,320,421.38
2023-04-18,2023-04-22,Standard,WA,West,Lot's O' Nuts,4,Lot's O' Nuts → WA,523.83,163,279.33000000000004
2023-04-21,2023-04-25,Standard,WI,Midwest,Wicked Choccy's,4,Wicked Choccy's → WI,980.92,383,521.3199999999999
2023-02-08,2023-02-12,Standard,GA,South,The Other Factory,4,The Other Factory → GA,466.66,214,274.06000000000006
2023-05-11,2023-05-16,Standard,WI,Midwest,Secret Factory,5,Secret Factory → WI,867.87,334,533.87
2023-04-09,2023-04-12,Expedited,IN,Midwest,Sugar Shack,3,Sugar Shack → IN,611.28,413,404.78
2023-01-14,2023-01-17,Standard,IL,Midwest,The Other Factory,3,The Other Factory → IL,799.66,360,475.65999999999997
2023-02-03,2023-02-06,Expedited,OR,West,Sugar Shack,3,Sugar Shack → OR,135.3,84,93.30000000000001
2023-04-26,2023-05-04,Standard,CA,West,Sugar Shack,8,Sugar Shack → CA,686.61,497,438.11
2023-03-05,2023-03-09,Expedited,VA,South,Wicked Choccy's,4,Wicked Choccy's → VA,145.84,58,76.24000000000001
2023-12-25,2023-12-28,Standard,VA,South,The Other Factory,3,The Other Factory → VA,938.52,469,516.42
2023-06-12,2023-06-16,Expedited,MI,Midwest,Secret Factory,4,Secret Factory → MI,646.72,254,392.72
2023-05-13,2023-05-18,Standard,OH,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → OH,120.29,37,64.79
2023-11-24,2023-11-30,Standard,WI,Midwest,Sugar Shack,6,Sugar Shack → WI,152.61,103,101.11000000000001
2023-07-01,2023-07-03,Expedited,GA,South,Secret Factory,2,Secret Factory → GA,426.26,166,260.26
2023-02-14,2023-02-15,Expedited,MA,Northeast,Sugar Shack,1,Sugar Shack → MA,76.88,49,52.379999999999995
2023-02-17,2023-02-22,Expedited,CA,West,Wicked Choccy's,5,Wicked Choccy's → CA,1218.69,495,624.69
2023-09-18,2023-09-21,Standard,NJ,Northeast,Wicked Choccy's,3,Wicked Choccy's → NJ,489.76,217,229.36
2023-04-08,2023-04-10,Expedited,CT,Northeast,Lot's O' Nuts,2,Lot's O' Nuts → CT,1201.52,388,619.52
2023-09-28,2023-10-02,Standard,AZ,West,The Other Factory,4,The Other Factory → AZ,848.19,355,528.69
2023-09-26,2023-09-30,Standard,IL,Midwest,Wicked Choccy's,4,Wicked Choccy's → IL,662.47,273,334.87
2023-01-27,2023-01-30,Standard,NJ,Northeast,Secret Factory,3,Secret Factory → NJ,495.39,183,312.39
2023-05-08,2023-05-13,Standard,OR,West,The Other Factory,5,The Other Factory → OR,300.69,145,170.19
2023-11-20,2023-11-21,Expedited,PA,Northeast,The Other Factory,1,The Other Factory → PA,1065.67,488,626.47
2023-11-13,2023-11-19,Standard,OR,West,Secret Factory,6,Secret Factory → OR,427.05,178,249.05
2023-02-24,2023-02-27,Standard,FL,South,Lot's O' Nuts,3,Lot's O' Nuts → FL,180.47,61,88.97
2023-04-12,2023-04-18,Standard,IN,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → IN,36.31,13,16.810000000000002
2023-12-03,2023-12-08,Standard,IN,Midwest,Sugar Shack,5,Sugar Shack → IN,289.79,196,191.79000000000002
2023-04-04,2023-04-08,Expedited,TX,South,The Other Factory,4,The Other Factory → TX,187.82,92,105.02
2023-08-11,2023-08-16,Standard,FL,South,Lot's O' Nuts,5,Lot's O' Nuts → FL,83.41,30,38.41
2023-08-04,2023-08-10,Standard,WA,West,Sugar Shack,6,Sugar Shack → WA,575.71,350,400.71000000000004
2023-03-02,2023-03-06,Standard,CT,Northeast,Secret Factory,4,Secret Factory → CT,462.1,176,286.1
2023-07-24,2023-07-27,Standard,PA,Northeast,The Other Factory,3,The Other Factory → PA,825.56,415,452.05999999999995
2023-03-21,2023-03-26,Standard,WA,West,Sugar Shack,5,Sugar Shack → WA,376.23,229,261.73
2023-01-05,2023-01-08,Standard,MA,Northeast,Secret Factory,3,Secret Factory → MA,983.33,399,584.33
2023-11-13,2023-11-16,Standard,OH,Midwest,Wicked Choccy's,3,Wicked Choccy's → OH,1076.56,452,534.16
2023-12-25,2023-12-28,Standard,PA,Northeast,Wicked Choccy's,3,Wicked Choccy's → PA,962.4,368,520.8
2023-11-09,2023-11-13,Standard,WI,Midwest,Wicked Choccy's,4,Wicked Choccy's → WI,293.4,127,140.99999999999997
2023-07-25,2023-07-29,Expedited,FL,South,Lot's O' Nuts,4,Lot's O' Nuts → FL,58.33,19,29.83
2023-02-16,2023-02-20,Standard,NJ,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → NJ,356.91,123,172.41000000000003
2023-09-03,2023-09-11,Standard,NY,Northeast,Lot's O' Nuts,8,Lot's O' Nuts → NY,499.67,153,270.17
2023-12-31,2024-01-02,Expedited,MI,Midwest,Secret Factory,2,Secret Factory → MI,67.51,30,37.510000000000005
2023-12-05,2023-12-08,Standard,MI,Midwest,Sugar Shack,3,Sugar Shack → MI,323.25,230,208.25
2023-09-09,2023-09-15,Standard,GA,South,Sugar Shack,6,Sugar Shack → GA,261.01,179,171.51
2023-07-05,2023-07-09,Standard,FL,South,The Other Factory,4,The Other Factory → FL,664.04,309,385.93999999999994
2023-02-24,2023-03-02,Standard,CA,West,Wicked Choccy's,6,Wicked Choccy's → CA,914.97,370,470.97
2023-02-20,2023-02-22,Expedited,GA,South,Lot's O' Nuts,2,Lot's O' Nuts → GA,886.49,283,461.99
2023-01-23,2023-01-28,Standard,IN,Midwest,Wicked Choccy's,5,Wicked Choccy's → IN,1252.86,466,693.6599999999999
2023-10-14,2023-10-22,Standard,NC,South,Sugar Shack,8,Sugar Shack → NC,65.77,44,43.769999999999996
2023-09-26,2023-09-30,Standard,WA,West,The Other Factory,4,The Other Factory → WA,316.0,158,173.8
2023-10-17,2023-10-20,Standard,IN,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → IN,278.49,94,137.49
2023-09-18,2023-09-22,Standard,NJ,Northeast,Secret Factory,4,Secret Factory → NJ,234.19,104,130.19
2023-10-20,2023-10-25,Standard,AZ,West,Wicked Choccy's,5,Wicked Choccy's → AZ,441.58,165,243.57999999999998
2023-06-01,2023-06-05,Standard,WA,West,Sugar Shack,4,Sugar Shack → WA,216.51,159,137.01
2023-03-17,2023-03-18,Expedited,MI,Midwest,Sugar Shack,1,Sugar Shack → MI,555.67,338,386.66999999999996
2023-04-18,2023-04-26,Standard,CA,West,The Other Factory,8,The Other Factory → CA,124.61,52,77.81
2023-10-09,2023-10-12,Expedited,IN,Midwest,Sugar Shack,3,Sugar Shack → IN,289.62,176,201.62
2023-11-17,2023-11-20,Expedited,FL,South,Lot's O' Nuts,3,Lot's O' Nuts → FL,285.36,100,135.36
2023-01-09,2023-01-12,Expedited,NV,West,The Other Factory,3,The Other Factory → NV,1026.27,455,616.77
2023-11-06,2023-11-11,Standard,IN,Midwest,The Other Factory,5,The Other Factory → IN,254.9,114,152.3
2023-07-22,2023-07-26,Expedited,PA,Northeast,Wicked Choccy's,4,Wicked Choccy's → PA,460.19,198,222.59
2023-09-03,2023-09-07,Standard,PA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → PA,322.43,106,163.43
2023-04-03,2023-04-07,Standard,OR,West,Sugar Shack,4,Sugar Shack → OR,628.41,428,414.40999999999997
2023-11-08,2023-11-12,Standard,WA,West,Wicked Choccy's,4,Wicked Choccy's → WA,654.5,242,364.1
2023-07-26,2023-08-01,Standard,IL,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → IL,558.76,206,249.76
2023-01-07,2023-01-10,Expedited,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,270.84,83,146.33999999999997
2023-11-04,2023-11-10,Standard,CA,West,Lot's O' Nuts,6,Lot's O' Nuts → CA,314.54,113,145.04000000000002
2023-10-16,2023-10-20,Standard,MI,Midwest,Secret Factory,4,Secret Factory → MI,305.24,134,171.24
2023-12-21,2023-12-25,Expedited,CA,West,Sugar Shack,4,Sugar Shack → CA,93.21,62,62.209999999999994
2023-08-01,2023-08-07,Standard,WA,West,Wicked Choccy's,6,Wicked Choccy's → WA,481.0,207,232.6
2023-12-02,2023-12-05,Standard,IN,Midwest,Sugar Shack,3,Sugar Shack → IN,365.63,261,235.13
2023-02-26,2023-03-03,Standard,OR,West,Wicked Choccy's,5,Wicked Choccy's → OR,170.12,70,86.12
2023-02-13,2023-02-18,Standard,OH,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → OH,890.4,317,414.9
2023-08-06,2023-08-09,Expedited,VA,South,Wicked Choccy's,3,Wicked Choccy's → VA,1054.3,458,504.69999999999993
2023-09-13,2023-09-18,Expedited,TX,South,Sugar Shack,5,Sugar Shack → TX,241.22,173,154.72
2023-08-17,2023-08-24,Standard,CA,West,Secret Factory,7,Secret Factory → CA,135.05,56,79.05000000000001
2023-03-07,2023-03-13,Standard,MA,Northeast,Wicked Choccy's,6,Wicked Choccy's → MA,664.76,256,357.56
2023-07-31,2023-08-02,Expedited,FL,South,The Other Factory,2,The Other Factory → FL,445.83,206,260.42999999999995
2023-09-12,2023-09-16,Standard,CT,Northeast,The Other Factory,4,The Other Factory → CT,415.46,206,230.05999999999997
2023-08-04,2023-08-07,Standard,IL,Midwest,The Other Factory,3,The Other Factory → IL,275.57,114,172.97
2023-01-09,2023-01-10,Expedited,PA,Northeast,Sugar Shack,1,Sugar Shack → PA,692.49,476,454.49
2023-03-13,2023-03-17,Expedited,PA,Northeast,Sugar Shack,4,Sugar Shack → PA,189.37,134,122.37
2023-04-25,2023-04-27,Expedited,IL,Midwest,Lot's O' Nuts,2,Lot's O' Nuts → IL,637.39,203,332.89
2023-12-23,2023-12-24,Expedited,TX,South,Secret Factory,1,Secret Factory → TX,677.85,254,423.85
2023-03-22,2023-03-26,Standard,MI,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → MI,132.67,49,59.16999999999999
2023-08-02,2023-08-05,Expedited,IN,Midwest,Wicked Choccy's,3,Wicked Choccy's → IN,613.94,250,313.94000000000005
2023-06-22,2023-06-25,Standard,OR,West,Secret Factory,3,Secret Factory → OR,1185.34,461,724.3399999999999
2023-11-06,2023-11-12,Standard,IL,Midwest,Wicked Choccy's,6,Wicked Choccy's → IL,975.24,358,545.64
2023-08-21,2023-08-25,Standard,VA,South,The Other Factory,4,The Other Factory → VA,540.1,226,336.70000000000005
2023-05-20,2023-05-24,Expedited,PA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → PA,891.15,326,402.15
2023-07-20,2023-07-26,Standard,NV,West,Wicked Choccy's,6,Wicked Choccy's → NV,1056.62,433,537.0199999999999
2023-01-28,2023-01-31,Standard,PA,Northeast,Sugar Shack,3,Sugar Shack → PA,71.48,49,46.980000000000004
2023-06-21,2023-06-24,Standard,MI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → MI,121.57,43,57.06999999999999
2023-01-06,2023-01-09,Standard,WI,Midwest,Sugar Shack,3,Sugar Shack → WI,190.29,133,123.78999999999999
2023-10-19,2023-10-23,Expedited,AZ,West,The Other Factory,4,The Other Factory → AZ,66.04,33,36.34
2023-02-17,2023-02-21,Expedited,OR,West,Sugar Shack,4,Sugar Shack → OR,374.65,266,241.64999999999998
2023-07-20,2023-07-23,Standard,IL,Midwest,Sugar Shack,3,Sugar Shack → IL,425.13,267,291.63
2023-03-18,2023-03-21,Standard,NJ,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → NJ,441.88,158,204.88
2023-12-16,2023-12-20,Expedited,CA,West,Secret Factory,4,Secret Factory → CA,1095.88,423,672.8800000000001
2023-03-14,2023-03-17,Expedited,NC,South,Wicked Choccy's,3,Wicked Choccy's → NC,383.96,158,194.35999999999999
2023-08-09,2023-08-12,Standard,PA,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → PA,1395.72,500,645.72
2023-11-18,2023-11-24,Standard,CA,West,Secret Factory,6,Secret Factory → CA,608.72,265,343.72
2023-06-10,2023-06-15,Standard,FL,South,Wicked Choccy's,5,Wicked Choccy's → FL,435.98,190,207.98000000000002
2023-04-02,2023-04-06,Expedited,NC,South,Secret Factory,4,Secret Factory → NC,927.53,342,585.53
2023-03-05,2023-03-14,Standard,NY,Northeast,The Other Factory,9,The Other Factory → NY,516.2,219,319.1
2023-12-15,2023-12-20,Standard,MA,Northeast,Wicked Choccy's,5,Wicked Choccy's → MA,460.64,201,219.44
2023-07-31,2023-08-01,Expedited,MA,Northeast,The Other Factory,1,The Other Factory → MA,788.09,327,493.79
2023-01-30,2023-02-02,Expedited,WA,West,Wicked Choccy's,3,Wicked Choccy's → WA,470.48,202,228.08
2023-07-24,2023-07-25,Expedited,IN,Midwest,Lot's O' Nuts,1,Lot's O' Nuts → IN,560.15,188,278.15
2023-11-25,2023-12-02,Standard,NY,Northeast,The Other Factory,7,The Other Factory → NY,874.74,403,512.04
2023-07-25,2023-07-31,Standard,OR,West,Sugar Shack,6,Sugar Shack → OR,184.16,118,125.16
2023-09-01,2023-09-05,Standard,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,1476.08,495,733.5799999999999
2023-11-24,2023-11-30,Standard,VA,South,Wicked Choccy's,6,Wicked Choccy's → VA,111.45,41,62.25
2023-07-05,2023-07-08,Standard,PA,Northeast,Secret Factory,3,Secret Factory → PA,1306.77,497,809.77
2023-08-05,2023-08-12,Standard,FL,South,Sugar Shack,7,Sugar Shack → FL,298.27,217,189.76999999999998
2023-12-31,2024-01-05,Standard,CT,Northeast,Secret Factory,5,Secret Factory → CT,277.19,104,173.19
2023-02-17,2023-02-22,Standard,GA,South,Secret Factory,5,Secret Factory → GA,1210.1,492,718.0999999999999
2023-09-01,2023-09-07,Standard,IN,Midwest,The Other Factory,6,The Other Factory → IN,855.26,431,467.36
2023-11-02,2023-11-07,Standard,AZ,West,Wicked Choccy's,5,Wicked Choccy's → AZ,960.11,350,540.11
2023-06-12,2023-06-16,Expedited,IN,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IN,1306.21,452,628.21
2023-12-12,2023-12-16,Expedited,VA,South,Secret Factory,4,Secret Factory → VA,1311.8,492,819.8
2023-03-06,2023-03-14,Standard,CA,West,Secret Factory,8,Secret Factory → CA,923.43,366,557.43
2023-03-27,2023-03-31,Standard,PA,Northeast,The Other Factory,4,The Other Factory → PA,797.47,357,476.17
2023-01-08,2023-01-15,Standard,TX,South,Sugar Shack,7,Sugar Shack → TX,551.9,368,367.9
2023-08-22,2023-08-28,Standard,MA,Northeast,Secret Factory,6,Secret Factory → MA,758.16,277,481.15999999999997
2023-06-21,2023-06-25,Standard,IN,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IN,895.68,293,456.17999999999995
2023-10-05,2023-10-09,Expedited,MA,Northeast,Secret Factory,4,Secret Factory → MA,798.8,334,464.79999999999995
2023-11-14,2023-11-21,Standard,CA,West,Lot's O' Nuts,7,Lot's O' Nuts → CA,188.86,63,94.36000000000001
2023-11-16,2023-11-19,Standard,NV,West,The Other Factory,3,The Other Factory → NV,739.75,351,423.85
2023-08-04,2023-08-07,Standard,IN,Midwest,Wicked Choccy's,3,Wicked Choccy's → IN,294.6,110,162.60000000000002
2023-03-05,2023-03-09,Expedited,NJ,Northeast,Sugar Shack,4,Sugar Shack → NJ,21.21,13,14.71
2023-04-25,2023-04-28,Expedited,GA,South,The Other Factory,3,The Other Factory → GA,392.27,167,241.96999999999997
2023-08-01,2023-08-04,Standard,NV,West,Wicked Choccy's,3,Wicked Choccy's → NV,232.78,88,127.18
2023-09-23,2023-09-29,Standard,GA,South,The Other Factory,6,The Other Factory → GA,295.86,133,176.16000000000003
2023-07-20,2023-07-26,Expedited,NY,Northeast,Wicked Choccy's,6,Wicked Choccy's → NY,1258.39,490,670.3900000000001
2023-03-30,2023-04-03,Standard,VA,South,Secret Factory,4,Secret Factory → VA,156.3,60,96.30000000000001
